node,betweenness_centrality
M9PFG6,0.0
Q9N3Z0,0.0
Q99LL3,0.0
Q80V03,0.0
A8WHP8,0.0
P23301,2.491510379662928e-05
A0A384KHN3,0.0
Q9VG21,0.0
Q8IYB5,1.3316925757862384e-06
P71244,5.34565137318508e-08
Q09762,0.0
O74545,0.0
Q94045,0.0
O76870,0.0
Q3UVC0,0.0
P38715,1.0470400864775604e-07
P04551,1.4951607055811844e-07
Q8N944,0.0
A0A8C0NEW8,0.0
Q6ZWV3,3.0121870362121387e-06
P62083,0.0
Q6GNS6,0.0
O44669,0.0
Q6PFH4,0.0
F4JEB4,0.0
Q8IXQ3,3.0199668208367277e-06
Q9Y6N9,1.6007315901887399e-07
Q9VLM8,0.0
Q6PKH6,8.220556596617977e-07
Q641Z6,0.0
Q9WU02,0.0
P25369,3.630110582657581e-08
Q13227,8.482254975983589e-06
P01350,4.7651055221832207e-07
A8K979,0.0
Q7TN31,2.863519324751661e-06
P10211,0.0
P06797,2.774839430688412e-07
B9EKI3,7.690002307020131e-08
Q9WU22,1.4431981521008504e-06
P31751,5.0216543238812464e-06
Q22211,0.0
Cxxc4,0.0
Q9DC16,0.0
Q9W2E7,0.0
P78411,3.131075980727852e-09
A0A384LFD6,0.0
Q95460,4.019094715793869e-06
A1Z6H7,0.0
Q61069,0.0
Q39236,0.0
Q9Y5T5,3.901245770352667e-07
Q96P53,8.941576317368552e-07
P75726,1.1111019232796549e-08
Q91X56,0.0
Q17514,5.036404270451928e-09
Q8N1P7,3.371899983517698e-06
Q9FL33,1.0225908917239939e-05
O94629,7.005263427888506e-08
Q93408,0.0
Q9VEM6,0.0
Q03718,3.331798634424144e-06
Q9SJ09,0.0
Q8I4M2,0.0
Q9V481,0.0
Q8TAV4,0.0
Q24171,0.0
P33411,6.335995384028315e-07
729211,0.0
O74939,2.6681637047966683e-07
Q9HGT6,0.0
Q6FHJ7,3.9071088557768586e-07
O17622,1.3119563625833045e-07
O44164,0.0
Q921U8,0.0
Q9M001,0.0
P45974,5.675993234171535e-07
Q08202,1.0918378048320642e-09
Q08509,0.00015765315102124347
Q8IZF0,0.0
Q9SRT2,0.0
Q9VSK8,0.0
O76384,0.0
Q684P5,0.0
P46600,0.0
B2RZ08,0.0
Q6ZMT4,0.0
Q8IJD8,0.0
Q6SJQ7,0.0
Q9W362,0.0
Q91876,0.0
Q6NXM2,0.0
Q19143,0.0
Q9SA19,0.0
Q00816,2.4233059690378033e-09
Q3TAS6,9.616417130399037e-09
Q6ZUS6,0.0
Q9Y7K2,0.0
P24604,6.600212620997886e-07
P0AA41,3.9488020664819824e-09
Y37F4.1,7.815879328594025e-07
Q9VFB9,0.0
Q7ZW57,0.0
Q9VMC4,0.0
O01854,1.909790946672675e-07
P61157,0.0
Q02297,4.6465444278076855e-06
Q8W1Y0,0.0
Q9VFH4,0.0
P28305,1.7197721401776052e-07
O16462,0.0
Q9VR64,0.0
A0A974DRV3,0.0
Q9P2J5,6.9507268258480574e-06
Q8IUH3,1.5498719358150765e-05
Q3U0P5,0.0
Q9VKE7,0.0
Q4VBD9,3.349149410635965e-07
P38718,0.0
Q15746,4.252764615363164e-06
Q7L0X0,0.0
P25295,0.0
P10226,0.0
Q9CAH0,0.0
P47853,0.0
Q8CGZ0,0.0
P53080,4.826941032790538e-06
Q9UPY6,2.3065853126225914e-06
Q8W4P1,2.862610675633319e-07
Q9XW92,5.930135268149476e-07
Q9FHH5,0.0
Q9WUR2,5.754239429091109e-07
Q9Z1G4,0.0
Q12018,7.870526893104075e-06
Q9LH41,0.0
Q8NEG7,2.55518564648356e-08
O76401,0.0
O94370,0.0
A0A0G2KB04,0.0
Q9U2D8,0.0
O00762,6.2062317914579e-07
O00585,3.422940115623839e-06
Q9BSJ5,1.5064584181417633e-05
P50226,6.967077234869366e-07
Q3UHX2,2.0397079066878182e-07
P34576,4.701346124083324e-08
P54121,0.0
P77427,6.393434220672668e-10
Q27934,0.0
P45880,2.95448869218351e-05
Q18801,2.334541429734147e-06
Q9NP85,0.0
Q22260,0.0
Q9USW8,1.6445700518633747e-07
A0A1P8B4Y6,0.0
P34343,7.823803206742329e-07
Q7K7G0,0.0
G5EFI8,3.062768375995906e-08
Q01684,2.92826976703944e-09
G5EF70,0.0
Q9P265,1.3689581001330445e-06
Q91YI1,0.0
O35567,0.0
Q8SXT8,0.0
Q12274,1.398663485352637e-09
O64770,0.0
Q6Y7W8,1.3090791560288478e-05
Q965T6,0.0
Q96LS8,5.833937065127559e-08
Q19204,0.0
Q9UKN5,2.5787152027725374e-09
Q8NI37,3.6763767496541677e-06
9288,0.0
P53439,0.0
Q5BE39,0.0
A0A1P8B118,0.0
Q9S752,0.0
Q96KG7,0.0
Q7K6J1,0.0
E0CY46,0.0
O77306,0.0
Q08913,8.718057119123027e-10
Q7JVW5,1.9295644572688622e-07
P91938,0.0
Q9R0P5,6.963428901790248e-07
P42698,0.0
Q9YGL1,0.0
Q9SW48,0.0
Q5RJH6,1.755312958540938e-08
P04733,1.3009134609182698e-08
Q23424,0.0
P47099,0.0
I1LLK1,0.0
A0A974CZH8,0.0
O14021,2.0585195285829517e-05
Q6P503,0.0
Q9NZH6,2.7150030317258254e-06
Q9Y574,1.2046926701614266e-08
13191476,0.0
Q8WS79,0.0
Q80XP9,0.0
Q9I7J0,0.0
A1ZAZ8,0.0
Q9BPX1,2.282183821710272e-06
Q9SV41,0.0
P31409,0.0
Q7Z5A7,2.671852548361443e-07
Q86BS2,0.0
14217267,0.0
met6,0.0
P63151,2.9779859546528314e-06
P43548,3.06408871912712e-08
Q9BZS1,3.223692582181419e-08
Q10954,7.261556182384594e-07
P34248,3.1585815237293804e-09
Q86U70,1.4787693108019305e-06
Q6ZQY3,1.5268877766124745e-07
9164960,0.0
A0A1D8PKK5,0.0
Q91VT1,0.0
Utp18,0.0
P53795,2.1350622458269874e-07
Q66J51,0.0
O75394,4.0355605130109694e-07
Q9C056,0.0
O22800,0.0
Q8N4L4,5.4942591060573635e-09
O74891,0.0
Q5APR8,0.0
P91891,0.0
P0AEK0,2.921234870950325e-08
Q8N7B1,8.173578123277579e-07
Q8INT9,0.0
Q9VXW3,0.0
A0A384LBD5,0.0
Q6PB66,9.262609382098336e-05
Q08992,1.2411905971383412e-06
Q8LGE3,0.0
Q8WV99,9.109305307258772e-07
Q9UBL0,0.0
Q8JHV9,0.0
Q6IQ49,5.4377621877205505e-08
Q9Y5Y6,8.903818183600205e-05
Q9FXT6,0.0
Q5SV80,0.0
P37621,4.339616329802161e-08
Q9P327,7.326109520494631e-07
Q6GQZ5,0.0
Q8GYC7,0.0
Q9Y7P6,4.202934981363372e-08
Q6UXZ0,0.0
Q9W1B2,0.0
Q9C9M0,0.0
Q8K268,0.0
Q91WC3,1.1063252632618219e-08
F4KF33,0.0
O74802,8.996136738649712e-09
Q9HD33,3.601870697582368e-06
Q9I7I0,0.0
Q21955,0.0
Q9P332,5.814829657060364e-08
Q9UJU2,3.6599743865885252e-09
Q19403,0.0
Q8BIZ1,8.008242669021154e-06
Q9V726,0.0
P0AGG8,1.3002081768884207e-08
P42731,0.0
Q8S8I2,0.0
O94518,0.0
Q9XX22,0.0
Q9WV92,1.306587326503628e-05
A0A8I6ADB6,0.0
O01976,0.0
P43582,6.431636683535722e-07
P61226,0.0
Q8IE43,0.0
Q8WVE6,1.9763225421715274e-06
Q7KU81,0.0
P22003,1.6767845288502512e-09
Q96GW9,3.836116387078126e-06
Q4V8F9,0.0
Q9UU76,1.0940751387470965e-07
P45527,1.951557468291891e-07
Q9SKG5,0.0
Q95XS2,3.4790577120825694e-08
P39967,5.133666248726976e-07
P51413,5.2733281010802846e-08
P0AFI7,2.350471150324148e-10
P01189,2.966735203475822e-07
P35203,6.731618130607833e-08
P69488,1.0587137004286387e-10
101930047,0.0
P43616,8.646722284074497e-10
P25360,4.454950999671139e-08
P0ADG4,1.4349370793594363e-09
P37627,0.0
P53010,2.0747625763545033e-08
401508,0.0
Q27492,3.0074017214658194e-06
P40232,0.0
O74518,4.669452771749186e-06
Q96F63,6.371942645310496e-07
Q9SU14,0.0
Q12297,4.146518576202109e-07
P10090,0.0
A0A0G2K5T9,0.0
Q96T51,4.9039872538350654e-06
P43027,0.0
Q96SJ8,3.032462491746843e-07
Q9M117,0.0
P0AET8,6.799930254024117e-08
P32783,5.085503885671632e-07
Q12236,1.217627145482391e-09
P50537,0.0
A0A974DJE1,0.0
P9WNP7,0.0
Q9Y3Y2,3.930234741838306e-06
A1Z6R7,0.0
Q8BYY4,0.0
Q3TQR0,0.0
Q8I8U7,0.0
Q8NFV4,2.7474725154481544e-06
Q9VVH9,0.0
Q9BSA9,5.3869633095342545e-09
3640071,0.0
Q05789,4.6415867845876016e-10
Q9LXM8,6.555727852945805e-08
O64560,0.0
P0CT04,4.700827380327703e-08
Q8TBB1,2.007505614098058e-09
A0A1R7T377,0.0
A0A8I5ZRZ0,0.0
Q9VVM2,0.0
P10849,2.6773915253388462e-08
P63170,0.0
P0AFR7,3.107480335937077e-10
P0AD47,5.499117783332227e-10
Q03898,8.423434589536304e-09
Q9NP71,0.0
P19657,3.88955082557238e-06
Q95TS5,0.0
Q7KVM5,0.0
P07149,7.62432230025152e-09
A0A384L9W5,0.0
P38230,5.149900479226382e-09
Q9M1Y7,0.0
Q9VL03,0.0
Q9SSK1,0.0
Q9XWH5,0.0
Q86YR5,8.465669356166462e-07
O14092,0.0
Q9JI90,0.0
Q9VGB2,0.0
O22971,0.0
Q9R049,1.3074668963024705e-05
Q9FE22,0.0
Q02446,2.1620215999619147e-08
Q63374,0.0
B6VQ73,0.0
O74531,9.970904829170011e-09
Q6UXY8,0.0
O62215,0.0
P41893,1.2492773024536258e-09
Q8NF99,5.054127908960587e-06
12931399,1.0551894751284423e-09
Q7K3W2,0.0
100996279,0.0
Q969I6,0.0
Q86VU5,1.9993812240753707e-05
P47755,1.534700080671636e-05
P92528,0.0
Q8TBX8,7.772503447898712e-06
Q9JHS3,1.5252688693727737e-09
Q19640,0.0
P42935,9.567699896618954e-07
Q9VFW5,0.0
Q9Y7P2,0.0
Q2PDW6,0.0
Q8IB09,0.0
G5EED4,0.0
Q8I455,0.0
Q9VX82,0.0
A0A480ZFM5,0.0
O74432,1.228400584889456e-08
Q8L9A0,0.0
P58418,0.0
P56715,0.0
P37758,1.5085186689275803e-09
P43287,0.0
O14175,6.201101453230194e-06
Q09912,0.0
12798306,0.0
Q9BZ95,7.020299370247728e-08
P48569,9.299824381414168e-08
P28063,4.489641418781331e-08
F4JY37,0.0
Q18859,0.0
Q5DQR4,0.0
Q09459,0.0
Q6ZNM6,0.0
O13671,0.0
Q9US36,0.0
Q9ZR79,0.0
Q9SRI1,0.0
9164912,0.0
13191341,0.0
P53075,6.093937226995693e-09
Q9M000,0.0
Q10172,0.0
Q8SZA8,0.0
Q9Y7J9,0.0
Q96DU3,6.915995292494816e-05
1228539,0.0
Q09499,0.0
Q6ZUM4,0.0
Q96EB6,4.5138208560442334e-05
Q9NVU0,4.730683878700414e-07
Q9VNE2,0.0
O60116,2.571566459303713e-09
P54313,0.0
O76009,0.0
P20827,1.3007586491150006e-09
Q9NP97,3.0685554042545507e-07
Q9UNA3,5.227077216957871e-06
Q9VHG1,0.0
Q8GYA6,2.1775967953646544e-07
Q69ZU6,0.0
Q4V3D6,0.0
P37313,2.642660565598627e-07
Q03690,7.80698591491637e-10
P18489,0.0
Q06203,5.184386455413942e-07
Q9FII2,0.0
Q9BSE2,1.5789856302650605e-07
P70353,0.0
P56203,0.0
Q23288,0.0
Atp6v1a,0.0
Q95X32,0.0
F4I2H1,0.0
Q7KUU5,0.0
Q96BZ8,6.605922379162713e-07
Q8CG50,0.0
Q9LL84,0.0
P39952,2.5857064592676535e-07
P19157,1.4001795279419858e-08
Q9DC28,0.0
Q9VNF8,0.0
56969,1.4480100007961318e-06
Q6AY07,0.0
100506334,0.0
O42928,1.08858428889491e-08
Q6P3A1,5.727038649503322e-06
Q52PG7,0.0
O44492,0.0
Q6NMB6,0.0
P16256,5.616121119285427e-07
Q05196,0.0
Q5TDP6,0.0
101927359,0.0
P46379,2.0818205331111478e-05
Q9LST3,0.0
Q9VIL1,0.0
677800,0.0
Q9LU59,0.0
Q9SN22,0.0
Q20202,0.0
Q9Y6J9,2.3916623181141513e-05
Q9P0K7,6.375826009186783e-06
Q9N4H6,7.287405945539658e-07
P40259,6.504726023139816e-06
O61848,1.5725616006148801e-07
O75884,1.1166253654329007e-09
Q93034,1.0531832547834173e-05
Q9SU78,1.1103758992093718e-07
G5EET8,4.811092332419811e-05
Q5PP28,0.0
P38165,3.5993501830758794e-06
Q3UHB1,6.01523253913504e-06
Q02338,3.9883096711560956e-07
Q8IJ54,0.0
P87012,1.3134124411871647e-08
Q62179,1.982509936767372e-07
Q8IQH5,0.0
Q98TY6,0.0
P53496,0.0
P97524,0.0
Q9JLJ0,0.0
Q02354,4.8443980044777e-07
Q6PI47,7.637654038263378e-08
Q9H8T0,7.532550432243016e-06
28468,0.0
Q46843,1.7590704180545354e-08
Q80VC9,5.8246845566144536e-06
Q96LD8,3.8069863161715435e-09
O13877,0.0
O18191,0.0
P75954,1.014446258783633e-09
P12456,1.785216614520606e-07
Q18680,2.627050311418642e-06
P27296,8.294674994980572e-08
Q8AVH1,0.0
Q5A3K2,0.0
O43325,1.0382435518316892e-08
A1A5B4,0.0
Q5VYY1,6.678375196915895e-06
Q9FJN9,0.0
O14155,0.0
Q95YD9,0.0
P33075,0.0
Q6NTK9,0.0
A0A5F9DU58,0.0
Q99JY8,1.1799471742999467e-07
Q9SK50,0.0
3637619,0.0
Q9SGD1,0.0
Q9D1A2,1.8036941625748218e-05
P37019,2.9178328090494962e-09
Q9FMR9,4.71670053676532e-06
Q5T749,0.0004912381387818258
P09681,8.39174945848712e-07
O60299,1.0119276805586684e-07
Q8C8T8,6.7522146299154825e-06
Q6DJI0,0.0
O18141,0.0
P35200,4.4749443375992697e-07
Q93YR3,0.0
Q8WUI4,1.8528985814654894e-06
G3UWZ3,1.234041865772151e-07
P28659,1.7864600945934735e-06
O00534,2.1937563935067254e-06
P83773,0.0
Q5ZLC5,0.0
Q9P0U3,4.585825150221509e-06
P27302,4.5062861943437853e-10
Q9SYA9,0.0
Q01459,2.3151991181526494e-07
O22446,0.0
Q5HYJ3,5.976911918414335e-06
Q6XJG8,5.320019057956216e-06
A8MTJ3,1.4704162645733779e-09
E0W1I1,0.0
Q8N307,1.7548363091456132e-06
Q94AZ2,0.0
Q9VAZ1,0.0
Q9XWJ6,0.0
Q8LPR5,0.0
P15619,6.850524700362825e-08
P92934,0.0
Q00266,3.881654702861207e-07
P04993,5.962001166005327e-08
Q4VC05,1.3160184475555794e-06
Q2M3X9,9.279977159630576e-08
O55103,0.0
Q14549,2.6990519061254737e-07
Q6AXR6,0.0
Q93V58,0.0
Q2V2P9,0.0
Q04695,2.4660187634739493e-09
Q9VMJ7,0.0
P15028,3.3492113236662605e-07
Q9W3M7,0.0
F4JRE0,0.0
D3ZFP4,0.0
Q9W2U9,0.0
TUBB8B,0.0
Q8VDV0,0.0
Q09729,7.965554772748699e-07
Q9P7V4,1.3699609760734502e-08
Q12753,1.3786521025969885e-08
P97817,0.0
Q9LFW1,0.0
Q641Q3,1.1608517116083613e-06
P0ADC6,1.3382220023058995e-07
O48791,0.0
28620,7.454694542817929e-09
P51855,1.172428533286706e-06
Q9VNW6,0.0
Q5PPG6,0.0
Q9XEB5,0.0
Q8NEJ9,4.561635377889899e-07
A0A1P8B9H2,0.0
Q9NXS3,2.056672492514879e-06
Q9SJU5,0.0
Q9LVJ7,0.0
P39366,0.0
55354,0.0
Q17905,0.0
O42970,0.0
P31462,3.1195901633959435e-08
Q9M7Q7,2.7850718367321987e-06
F7FIK1,0.0
Y106G6D.1,0.0
P17972,0.0
Q8NET4,2.626415195491363e-09
A0A0K3AVM5,0.0
P37805,0.0
Q9SRK6,4.5130280493222876e-08
Q2HRA7,0.0
Q8C0Q9,2.916227007544234e-05
Q99758,6.210513369667604e-07
O94683,0.0
Q8NA31,0.0
Q01650,5.979150908234639e-07
Q12406,3.409326024033736e-07
P76243,3.3344462506312966e-10
Q9VUB8,0.0
P33218,2.4585264154595212e-08
Q9C9Y8,0.0
Q9UKQ2,0.0
Q9HBL7,1.6869300443477402e-07
Q19986,0.0
Q8IJ89,0.0
P28221,0.0
3636327,0.0
Q9VXS3,0.0
Q9H8N7,3.079683157491198e-08
Q80YT5,0.0
Q13158,3.538669719613131e-06
Q9XU10,0.0
P31062,1.511209928472643e-08
C53H9.3,0.0
F4JYC8,0.0
Q7K2N1,0.0
nnf1,0.0
Q17935,0.0
P43082,0.0
Q9D600,0.0
P47016,4.141605496052126e-09
Q14940,9.69017918137795e-07
P67095,1.1180207465284077e-05
P32477,3.2923274281587757e-06
P25269,0.0
P43063,0.0
O76932,0.0
O15075,9.194597288181728e-07
O89110,2.0026000102061667e-05
A0A384KZH7,0.0
Q95SM8,0.0
Q93038,0.0
P41594,0.0
Q9C4Z8,0.0
F4K3G5,0.0
Q9UMS6,0.0
A0A974BYT3,0.0
A0A0B4LFV4,0.0
O64647,0.0
Q7Z2W7,4.88468602299606e-08
O88943,0.0
F1RBY1,0.0
G5EFS1,1.544236503884743e-08
Q9VU23,0.0
Q7Z6L0,3.4589094597150234e-07
Q9Y5K3,0.0
Q9BT88,7.108540387291342e-07
Q61699,1.1471869238221987e-05
Q9CR68,6.755199364582967e-06
Q9VA18,0.0
P54320,0.0
Q9SY97,1.368178852573447e-07
Q9EPU0,0.000333749962302174
A0A0B4LFS0,9.590734580507954e-07
P0AEG1,1.971444981219458e-06
Q8I4U7,0.0
Q8R427,0.0
beat-Vc,0.0
Q80TP3,2.0308631718455501e-07
Q9BYD5,0.0
P0A9J4,2.193350844251597e-07
Q9LKA4,0.0
O75928,1.458639711585632e-09
P59533,1.1482642484588472e-08
P41811,1.284665209191752e-06
E9PWG6,0.0
Q6DFF2,0.0
Q9M844,0.0
Q96GC6,8.586406680460235e-08
Q96GP6,1.082567485324059e-07
Q96WV9,6.199136012755019e-08
P62488,0.0
P05202,3.5988496593085766e-06
100532746,0.0
F4KD38,5.393313882137424e-09
P63143,6.61206784736713e-06
665550,0.0
Q15650,7.553042255114719e-07
Q10002,0.0
Q8N684,8.47730473125701e-06
Q86TA1,8.194384379385328e-08
P55318,1.7995004336860637e-08
P59595,4.132623787727695e-06
Q9VS46,0.0
O75820,5.401548929407906e-08
P53235,1.5657820745250236e-07
Q9TXZ7,2.84153567566424e-07
P46550,1.643305646007133e-07
Q21194,0.0
abt-5,0.0
O95760,0.0
P34328,1.635097653424558e-07
Q7KLI1,0.0
Q9GZG5,0.0
Q4G0I0,9.691357650960233e-10
P82804,0.0
Q8BHE5,5.727038649503322e-06
Q9DBH0,0.0
Q9V3K3,0.0
283165,0.0
O13902,7.378825464852723e-10
Q13360,0.0
Q9ZQZ8,0.0
Q8BQM9,0.0
Q9JK37,0.0
Q9VIL2,0.0
Q9P3E6,0.0
100507098,0.0
Q8BH10,0.0
827822,0.0
E9Q912,0.0
Q5PP23,0.0
E9Q236,0.0
Q9XUW7,0.0
Q3E958,0.0
P36620,2.2587770738878884e-07
Q2TAL8,2.4111943550924806e-06
Q8K207,0.0
A0A654FS87,0.0
Q9NEU3,0.0
Q12834,7.736414213053883e-06
Q8H1M0,0.0
P23116,5.522009277504568e-06
P40496,5.5721552033927475e-09
Q8IC38,0.0
P54869,0.0
P0A7B8,2.464458033142453e-06
col-160,0.0
Q09849,2.2454751975679603e-05
Q10113,1.534603671489136e-05
Q8NEV9,0.0
Q96BZ9,1.5988906594541348e-07
Q9SI17,0.0
A0A178VTI1,0.0
P02730,2.721835339185944e-10
Q9NRX6,1.419019112725506e-08
Q04787,1.9441789099629697e-06
Q05962,0.0
O75317,8.630807056407455e-07
Q13224,0.0
Q94216,1.4955871095618138e-07
Q5Q0A4,0.0
Q17RB0,1.6202517354576228e-09
433053,0.0
Q19766,1.6142959079760387e-07
Q7Z4L9,0.0
Q9VXE6,0.0
Q8VZC9,0.0
Q9XVT2,0.0
Q8IAT4,0.0
P24527,7.276950877510275e-07
Q7ZWW5,0.0
Q94287,0.0
Q149C3,0.0
P39054,6.13696775163155e-06
O15498,1.2044285325722315e-05
O00305,2.2565129113482569e-07
Q3MII6,2.9563138791632716e-06
Q6P5F6,0.0
P02656,1.7416093444342983e-06
Q17RP2,3.096709330138353e-09
O43556,3.538237675204356e-08
100043797,0.0
P54216,2.5096982402840477e-06
Q9Y282,4.782331750340727e-06
Q7K1C2,0.0
619960,0.0
Q86W34,3.3180445970020203e-06
Q19303,0.0
Q8I2K4,0.0
A8MPH9,0.0
Q640E9,0.0
Q8N398,2.809579451841306e-08
Q9UPX8,0.0
A6NFK2,0.0
T05B11.4,0.0
Q16512,5.436317132998365e-07
P56519,0.0
Q6AW08,0.0
Q3U0M1,0.0
P13798,2.593191559232921e-08
P31991,0.0
Q76FS5,0.0
Q16881,8.466334120421415e-07
Q9EPH2,0.0
P23493,4.875497515730256e-07
P40343,1.2223875451719056e-05
Q8K596,0.0
P51906,0.0
Q03936,3.339243365134824e-06
Q5U430,0.0
Q99LB2,7.316462415701442e-08
Q8BST6,0.0
F4JT80,0.0
O60139,8.581503902854881e-07
Q4KLT2,0.0
P32057,2.534616231512587e-07
Q7JUY7,0.0
P40005,1.3876351491558873e-06
Q9V3U7,0.0
P30274,0.0
100169766,0.0
Q8H156,0.0
P40491,6.261101356592083e-06
Q9UJS0,1.9123397458645428e-06
Q9EPK7,1.3273920266395153e-05
Q9U367,0.0
Q8N8Z6,7.317506718604152e-07
O42968,0.0
Q9NZC2,6.6623558802437106e-09
Q99J79,0.0
Q13070,0.0
P93822,0.0
P53394,2.8406563990383666e-09
3771949,0.0
Q8AZJ5,0.0
Q9LFL3,4.013052378673638e-07
Q96BJ3,4.537350145736057e-08
O16202,0.0
Q9VS66,0.0
Y62E10A.2,0.0
P69210,1.2450325773162896e-06
P25161,0.0
P47830,0.0
Q6AWN0,0.0
Q8L9T5,0.0
Q09758,0.0
Q21123,0.0
Q9Y3Q3,3.847324636329795e-07
Q6NLJ7,0.0
Q9V9S9,0.0
Q8TCQ1,7.611001003312789e-07
O15260,4.200228795448441e-06
A0A1D8PIR2,0.0
Q9SUQ9,0.0
Q9SLP1,0.0
Q9D1P2,0.0
Q09686,4.481887016512709e-10
A0A384LFK6,0.0
Q93VC7,3.014230868159643e-07
Q9LYR6,0.0
P17839,0.0
A0A8I6AP33,0.0
14217430,0.0
P08700,0.0
P13233,0.0
Q8WW35,6.193265318739947e-07
Q8BG81,1.6968510388498223e-05
P38785,2.0093529147779367e-08
P0DKC3,0.0
Q24319,0.0
Q9SFF4,0.0
Q8IQ88,0.0
O17373,0.0
Q6NYS3,0.0
Q3U1Q3,0.0
Q9VW68,0.0
Q32MK0,5.7375800322917057e-08
3640369,0.0
Q9VNX9,0.0
O61818,0.0
P0AFI2,1.1289125776933519e-07
Q3UMW7,0.0
Q9DC04,0.0
P32803,3.9564723726304645e-08
Q19680,1.2632511129302687e-06
A0A974DID3,0.0
Q9M1X5,0.0
P24077,1.4262618805784481e-06
100532737,0.0
Q9VF43,0.0
Q9VG65,0.0
P67430,4.65958668208778e-08
3772567,0.0
B3KS81,0.0
P31721,0.0
O59683,0.0
Q92545,1.7489367324195852e-05
Q9VX15,0.0
Q20393,0.0
P54780,1.0547854964528343e-08
P31942,3.040996392614569e-06
D4A2L1,0.0
Q8ILG6,0.0
Q00888,4.5515505487860014e-08
E1JGY5,0.0
P69434,1.8941980428329294e-08
339789,0.0
P17918,3.193353939424031e-07
100873334,0.0
Q96DR8,9.426606857303458e-07
Q93VR9,0.0
Q6VMQ6,1.2124877083661962e-06
Q945P6,0.0
A2AWF2,0.0
P33157,0.0
P38081,2.522617772026628e-07
Q9SJ13,0.0
A1Z7M3,0.0
Q5AA01,0.0
F53A2.7,0.0
3640029,0.0
P0CX40,4.353369344887119e-06
Q67FW5,5.065684966866085e-10
A0A0K3ARK9,0.0
E9QL24,0.0
Q9UBM1,1.2468051429623606e-06
Q96PD7,3.4016901968220384e-08
Q9N338,3.630778091192297e-07
Q95Y29,2.0718433318738902e-07
Q5PQW5,0.0
P45962,0.0
O61853,0.0
O60706,0.0
Q8N6I1,1.4037881539967013e-08
Q94BN0,0.0
G1TJW7,0.0
Q13356,1.432078669167832e-06
Q9W4X7,0.0
P29452,0.0
Q8VE47,7.331711422615795e-05
Q8IEC8,0.0
O13735,0.0
E9PV24,0.0002615180047239464
Q54DF1,0.0
Q9LDM4,0.0
Q8MXS8,5.239006365647802e-07
Q93XM6,0.0
P37194,2.398398088655239e-08
Q8IIP2,0.0
Q84W40,0.0
Q95Y45,0.0
Q96P48,1.7347845558005396e-07
Q93092,6.598197760970388e-08
Q9P1T7,0.0
Q9BYU1,3.5378554498208576e-07
728310,0.0
Q8NGL2,0.0
P51858,1.4915793941376973e-07
Q95X94,0.0
P01019,8.42845692528308e-08
Q8IQ05,0.0
Q86BP7,6.850524700362825e-08
A2AHL1,0.00025046932131197357
O17685,0.0
Q9LTQ5,0.0
Q96LA6,4.554547346688592e-08
Q91W69,0.0
O00469,7.92532477396695e-05
Q8K382,0.0
A0A974HBQ1,0.0
O13601,0.0
O65657,0.0
Q9H1M3,0.0
Q9V773,0.0
O14333,0.0
P34022,7.374104443260731e-07
P29468,5.3020670091226085e-09
P37659,0.0
P21268,6.840613270134878e-09
Q91YE7,0.0
Q8L9K1,0.0
P82987,0.0
A0A2R8RIM0,0.0
Q64ET8,0.0
C7IYA7,0.0
P31321,9.156305835527771e-06
O14086,1.4283319775245638e-08
Q0WRY5,0.0
P57682,0.0
Q8BWQ1,0.0
3646379,0.0
Q15118,5.192261458876663e-06
Q10482,3.2675457925566275e-09
P36771,2.0363929764363295e-07
P22339,0.0
P58872,0.0
Q61466,5.651270336332337e-07
P40366,1.9256637660453447e-07
P52873,0.0
Q8N766,5.292720221131509e-06
O88878,1.021944030261753e-07
Q12126,1.674139037802044e-08
Q93242,0.0
Q9FIL9,0.0
Q9P7C5,1.9149002111336438e-08
G3V8Q8,0.0
P0AFQ5,1.2598396676376032e-09
P54397,0.0
O94666,0.0
Q12099,3.089890175202138e-06
Q8S8N1,0.0
Q9N3S8,1.316741767490701e-06
3501,8.470944677350775e-06
Q9XIR1,0.0
Q9SQI8,0.0
Q9GZN2,1.3823289551491872e-07
Q9P2D6,2.155553222318829e-07
716773,0.0
P61077,1.0607877685576259e-06
P06485,0.0
P30543,0.0
Q18025,1.3990293776963191e-06
Q8TAI1,1.8184724840286663e-07
P40807,0.0
Q8BK62,0.0
A1A714,0.0
A0A974DVJ9,0.0
P60468,6.49174058296358e-05
nep-19,0.0
Q20255,0.0
Q9Z2I9,4.021190109950613e-06
Q9CXA2,0.0
Q9VUU5,0.0
Q12354,4.753110704410281e-09
Q9USR7,2.8393469198421755e-07
Q811M5,0.0
Q9BSE4,0.0
A0A178UMN7,0.0
P12961,5.756810598568706e-06
Q5XK85,0.0
A0A1D8PNG5,0.0
Q9C8W3,0.0
P09092,0.0
Q3U186,2.817886221765283e-07
Q9WVL0,1.026285616435769e-08
G5EBS1,0.0
Q9GZT3,2.1028047614867265e-05
G5ECU1,6.078611019243191e-07
Q9UM22,8.278781435851133e-06
F4JY24,3.9093190226179145e-07
Q640L3,0.0
Q9SZL6,0.0
P21291,1.7246289243654967e-08
Q9SDQ3,0.0
Q9VFX1,0.0
Q6P8I6,0.0
Q96PZ7,0.0
Q20203,7.244916104103877e-07
P77378,1.317475100237368e-09
A0A0N4SVC2,0.0
Q9LZ03,0.0
P53730,4.801737443104819e-08
A0A8I5ZVJ4,0.0
